,From,To,DateTime,Duration.seconds.,Cell.Tower
8229,125,27,6/9/2006 13:56,1849,29
8230,297,172,6/9/2006 13:57,626,22
8231,352,32,6/9/2006 13:57,828,29
8232,121,8,6/9/2006 13:58,961,28
8233,253,7,6/9/2006 13:58,1254,16
8234,52,76,6/9/2006 13:59,1007,18
8235,127,53,6/9/2006 13:59,1108,20
8236,392,27,6/9/2006 13:59,1348,29
8237,123,317,6/9/2006 14:00,1136,25
8238,194,291,6/9/2006 14:00,1263,19
8239,149,144,6/9/2006 14:01,936,21
8240,226,168,6/9/2006 14:01,943,30
8241,351,44,6/9/2006 14:03,1075,28
8242,78,52,6/9/2006 14:07,1110,16
8243,58,38,6/9/2006 14:08,1127,23
8244,113,158,6/9/2006 14:08,311,30
8245,190,222,6/9/2006 14:08,1320,29
8246,279,271,6/9/2006 14:08,1115,20
8247,38,55,6/9/2006 14:13,1207,1
8248,71,76,6/9/2006 14:14,861,28
8249,107,309,6/9/2006 14:14,1312,28
8250,290,92,6/9/2006 14:14,1094,18
8251,196,309,6/9/2006 14:15,904,11
8252,249,138,6/9/2006 14:15,1132,11
8253,279,271,6/9/2006 14:15,963,20
8254,144,54,6/9/2006 14:16,1068,16
8255,107,306,6/9/2006 14:18,1278,28
8256,7,159,6/9/2006 14:19,1433,29
8257,273,0,6/9/2006 14:19,1262,29
8258,277,220,6/9/2006 14:19,1612,28
8259,199,394,6/9/2006 14:21,1416,14
8260,109,257,6/9/2006 14:22,1175,11
8261,393,202,6/9/2006 14:22,467,11
8262,394,13,6/9/2006 14:22,1081,10
8263,96,292,6/9/2006 14:24,1116,6
8264,162,81,6/9/2006 14:24,903,30
8265,54,176,6/9/2006 14:28,1327,29
8266,94,46,6/9/2006 14:28,142,6
8267,249,18,6/9/2006 14:28,896,28
8268,78,98,6/9/2006 14:30,667,16
8269,213,118,6/9/2006 14:31,875,25
8270,343,52,6/9/2006 14:34,1278,30
8271,51,12,6/9/2006 14:35,949,11
8272,360,300,6/9/2006 14:35,1358,30
8273,116,16,6/9/2006 14:36,825,30
8274,259,148,6/9/2006 14:37,945,30
8275,44,74,6/9/2006 14:39,1079,21
8276,273,162,6/9/2006 14:42,819,29
8277,353,89,6/9/2006 14:42,1831,11
8278,74,44,6/9/2006 14:43,1325,28
8279,102,15,6/9/2006 14:43,1288,13
8280,397,32,6/9/2006 14:43,341,20
8281,123,30,6/9/2006 14:45,1436,25
8282,204,398,6/9/2006 14:45,959,13
8283,336,6,6/9/2006 14:46,1028,30
8284,395,175,6/9/2006 14:46,376,11
8285,76,71,6/9/2006 14:47,1075,29
8286,85,126,6/9/2006 14:47,1047,30
8287,311,309,6/9/2006 14:47,1011,25
8288,150,67,6/9/2006 14:48,693,29
8289,155,17,6/9/2006 14:48,1135,11
8290,352,360,6/9/2006 14:48,721,29
8291,34,397,6/9/2006 14:51,1128,15
8292,268,300,6/9/2006 14:54,937,11
8293,280,199,6/9/2006 14:55,965,29
8294,183,17,6/9/2006 14:59,1023,1
8295,109,0,6/9/2006 15:01,1304,11
8296,389,344,6/9/2006 15:01,671,11
8297,118,213,6/9/2006 15:02,1420,30
8298,157,306,6/9/2006 15:04,1294,1
8299,299,52,6/9/2006 15:04,686,29
8300,337,41,6/9/2006 15:04,344,28
8301,356,61,6/9/2006 15:07,1182,15
8302,249,18,6/9/2006 15:08,759,28
8303,281,137,6/9/2006 15:09,1249,28
8304,90,204,6/9/2006 15:11,1161,30
8305,192,217,6/9/2006 15:11,471,11
8306,320,369,6/9/2006 15:11,1332,28
8307,182,38,6/9/2006 15:13,929,29
8308,26,295,6/9/2006 15:14,1173,11
8309,253,7,6/9/2006 15:14,881,16
8310,259,148,6/9/2006 15:16,986,30
8311,206,237,6/9/2006 15:18,726,21
8312,109,257,6/9/2006 15:19,597,11
8313,326,90,6/9/2006 15:20,1516,18
8314,125,94,6/9/2006 15:21,1198,29
8315,33,397,6/9/2006 15:22,1415,29
8316,74,9,6/9/2006 15:22,1005,29
8317,133,70,6/9/2006 15:22,1046,13
8318,350,382,6/9/2006 15:22,1472,24
8319,397,300,6/9/2006 15:23,1286,29
8320,4,304,6/9/2006 15:26,634,29
8321,15,297,6/9/2006 15:26,1438,7
8322,370,274,6/9/2006 15:26,1142,1
8323,389,344,6/9/2006 15:28,830,29
8324,29,188,6/9/2006 15:29,1351,25
8325,360,276,6/9/2006 15:29,775,28
8326,396,31,6/9/2006 15:29,1135,18
8327,27,207,6/9/2006 15:31,1821,25
8328,76,52,6/9/2006 15:31,1030,29
8329,120,140,6/9/2006 15:31,918,29
8330,40,173,6/9/2006 15:32,873,24
8331,329,152,6/9/2006 15:32,1634,11
8332,373,61,6/9/2006 15:32,1458,29
8333,8,195,6/9/2006 15:33,1254,29
8334,139,75,6/9/2006 15:33,1042,24
8335,370,274,6/9/2006 15:33,1259,1
8336,170,190,6/9/2006 15:34,870,23
8337,358,103,6/9/2006 15:35,1986,30
8338,138,21,6/9/2006 15:37,1373,28
8339,100,23,6/9/2006 15:38,1065,30
8340,363,42,6/9/2006 15:41,616,29
8341,230,8,6/9/2006 15:42,1248,28
8342,158,65,6/9/2006 15:43,808,22
8343,195,245,6/9/2006 15:44,1299,11
8344,200,97,6/9/2006 15:44,1495,29
8345,105,103,6/9/2006 15:45,1164,28
8346,151,20,6/9/2006 15:47,1009,6
8347,193,42,6/9/2006 15:49,869,22
8348,0,309,6/9/2006 15:50,1192,7
8349,197,368,6/9/2006 15:50,1042,29
8350,388,19,6/9/2006 15:50,744,5
8351,120,173,6/9/2006 15:51,659,28
8352,175,308,6/9/2006 15:52,1253,30
8353,276,40,6/9/2006 15:53,1069,29
8354,308,175,6/9/2006 15:53,609,29
8355,66,20,6/9/2006 15:54,1679,28
8356,239,278,6/9/2006 15:56,948,18
8357,293,37,6/9/2006 15:59,932,22
8358,348,306,6/9/2006 15:59,1318,20
8359,116,309,6/9/2006 16:02,935,30
8360,209,13,6/9/2006 16:04,1195,28
8361,59,113,6/9/2006 16:05,1585,11
8362,62,20,6/9/2006 16:06,957,24
8363,394,13,6/9/2006 16:06,1118,10
8364,101,30,6/9/2006 16:07,1196,22
8365,389,266,6/9/2006 16:07,1153,29
8366,235,161,6/9/2006 16:09,1073,23
8367,102,15,6/9/2006 16:12,1262,13
8368,117,110,6/9/2006 16:12,1324,28
8369,111,42,6/9/2006 16:20,1004,29
8370,109,333,6/9/2006 16:22,294,11
8371,362,309,6/9/2006 16:22,1218,28
8372,127,43,6/9/2006 16:23,1256,20
8373,233,42,6/9/2006 16:23,1322,29
8374,248,336,6/9/2006 16:24,1496,16
8375,264,229,6/9/2006 16:24,740,27
8376,166,16,6/9/2006 16:25,1290,11
8377,125,94,6/9/2006 16:26,727,29
8378,133,70,6/9/2006 16:26,1190,13
8379,245,309,6/9/2006 16:27,602,22
8380,321,360,6/9/2006 16:27,1083,16
8381,169,61,6/9/2006 16:28,1130,28
8382,25,160,6/9/2006 16:30,630,29
8383,355,14,6/9/2006 16:30,1183,28
8384,99,309,6/9/2006 16:32,698,28
8385,112,0,6/9/2006 16:33,391,18
8386,304,23,6/9/2006 16:35,1067,29
8387,369,174,6/9/2006 16:35,1272,22
8388,296,217,6/9/2006 16:36,1274,11
8389,167,236,6/9/2006 16:37,1002,15
8390,85,0,6/9/2006 16:38,1537,30
8391,175,395,6/9/2006 16:38,954,30
8392,220,186,6/9/2006 16:38,310,24
8393,329,152,6/9/2006 16:38,1529,11
8394,226,390,6/9/2006 16:39,1548,30
8395,270,170,6/9/2006 16:40,1057,15
8396,314,306,6/9/2006 16:40,802,17
8397,238,7,6/9/2006 16:41,1074,29
8398,300,126,6/9/2006 16:44,1278,17
8399,96,13,6/9/2006 16:47,1444,6
8400,297,15,6/9/2006 16:47,505,22
8401,307,84,6/9/2006 16:47,799,7
8402,139,360,6/9/2006 16:48,2109,24
8403,332,338,6/9/2006 16:48,1736,11
8404,383,306,6/9/2006 16:48,1559,10
8405,368,197,6/9/2006 16:49,1213,11
8406,389,266,6/9/2006 16:50,1060,29
8407,233,42,6/9/2006 16:51,1450,29
8408,256,134,6/9/2006 16:51,1046,20
8409,261,0,6/9/2006 16:51,865,11
8410,135,12,6/9/2006 16:53,831,28
8411,104,11,6/9/2006 16:54,755,26
8412,138,249,6/9/2006 16:54,808,29
8413,183,4,6/9/2006 16:54,1227,1
8414,59,11,6/9/2006 16:55,1226,11
8415,182,13,6/9/2006 16:55,1086,29
8416,167,236,6/9/2006 16:58,1051,15
8417,374,13,6/9/2006 16:58,1119,13
8418,129,217,6/9/2006 16:59,795,29
8419,196,309,6/9/2006 17:01,893,11
8420,220,186,6/9/2006 17:01,1565,24
8421,216,309,6/9/2006 17:02,950,29
8422,356,11,6/9/2006 17:02,1234,15
8423,80,15,6/9/2006 17:05,981,11
8424,88,79,6/9/2006 17:05,1026,29
8425,154,353,6/9/2006 17:05,707,13
8426,296,227,6/9/2006 17:06,676,11
8427,354,25,6/9/2006 17:08,1439,30
8428,331,134,6/9/2006 17:09,1416,11
8429,347,113,6/9/2006 17:10,1465,22
8430,45,289,6/9/2006 17:12,1006,27
8431,309,185,6/9/2006 17:13,1400,22
8432,117,306,6/9/2006 17:14,1015,28
8433,313,162,6/9/2006 17:15,1089,28
8434,35,75,6/9/2006 17:17,1040,15
8435,224,71,6/9/2006 17:17,979,24
8436,124,397,6/9/2006 17:18,1071,1
8437,199,280,6/9/2006 17:18,688,14
8438,351,44,6/9/2006 17:19,899,28
8439,276,309,6/9/2006 17:21,1049,29
8440,223,160,6/9/2006 17:22,1235,30
8441,204,398,6/9/2006 17:25,1250,13
8442,57,397,6/9/2006 17:26,1161,28
8443,393,61,6/9/2006 17:26,1292,11
8444,163,348,6/9/2006 17:27,629,22
8445,76,71,6/9/2006 17:28,1399,29
8446,57,397,6/9/2006 17:29,1229,11
8447,299,52,6/9/2006 17:29,1052,29
8448,118,196,6/9/2006 17:30,940,30
8449,230,8,6/9/2006 17:30,684,28
8450,266,190,6/9/2006 17:30,1129,11
8451,279,198,6/9/2006 17:30,1188,20
8452,351,44,6/9/2006 17:30,1430,28
8453,283,345,6/9/2006 17:32,710,28
8454,167,47,6/9/2006 17:35,795,15
8455,68,50,6/9/2006 17:37,839,28
8456,80,309,6/9/2006 17:38,169,11
8457,170,270,6/9/2006 17:38,1364,23
8458,397,168,6/9/2006 17:40,1123,29
8459,62,365,6/9/2006 17:42,1302,24
8460,66,198,6/9/2006 17:42,1283,28
8461,144,298,6/9/2006 17:44,1115,16
8462,372,89,6/9/2006 17:44,1150,27
8463,253,52,6/9/2006 17:48,899,16
8464,299,260,6/9/2006 17:49,1180,29
8465,255,87,6/9/2006 17:51,1470,28
8466,305,293,6/9/2006 17:53,1061,6
8467,298,144,6/9/2006 17:55,849,22
8468,187,51,6/9/2006 17:56,1589,30
8469,213,287,6/9/2006 17:57,1258,25
8470,321,360,6/9/2006 17:57,1039,16
8471,342,309,6/9/2006 17:57,1086,29
8472,375,172,6/9/2006 18:01,1085,11
8473,149,144,6/9/2006 18:02,856,21
8474,42,233,6/9/2006 18:03,1778,16
8475,262,137,6/9/2006 18:03,1109,22
8476,339,26,6/9/2006 18:03,646,11
8477,372,89,6/9/2006 18:03,1432,22
8478,202,221,6/9/2006 18:05,372,22
8479,370,49,6/9/2006 18:07,1032,1
8480,166,154,6/9/2006 18:09,1116,9
8481,158,342,6/9/2006 18:10,882,19
8482,154,61,6/9/2006 18:11,879,13
8483,239,247,6/9/2006 18:16,1106,4
8484,14,335,6/9/2006 18:18,1131,10
8485,202,158,6/9/2006 18:18,1376,22
8486,270,397,6/9/2006 18:20,1442,27
8487,341,0,6/9/2006 18:21,1228,21
8488,75,128,6/9/2006 18:22,1063,15
8489,198,279,6/9/2006 18:22,1139,19
8490,382,17,6/9/2006 18:24,789,15
8491,168,130,6/9/2006 18:25,875,25
8492,356,11,6/9/2006 18:27,821,24
8493,140,120,6/9/2006 18:28,1560,15
8494,127,43,6/9/2006 18:29,1130,3
8495,346,309,6/9/2006 18:31,878,15
8496,370,274,6/9/2006 18:31,1804,1
8497,375,172,6/9/2006 18:31,572,15
8498,207,268,6/9/2006 18:32,1217,24
8499,294,30,6/9/2006 18:33,858,22
8500,111,42,6/9/2006 18:34,1499,29
8501,238,209,6/9/2006 18:34,985,12
8502,338,332,6/9/2006 18:36,460,21
8503,226,168,6/9/2006 18:37,976,15
8504,51,23,6/9/2006 18:38,1221,16
8505,352,32,6/9/2006 18:38,1224,16
8506,142,18,6/9/2006 18:39,901,29
8507,252,49,6/9/2006 18:40,530,29
8508,304,23,6/9/2006 18:41,1510,15
8509,160,223,6/9/2006 18:45,1445,22
8510,376,292,6/9/2006 18:45,896,22
8511,382,350,6/9/2006 18:46,1336,29
8512,88,53,6/9/2006 18:47,772,29
8513,125,27,6/9/2006 18:47,922,12
8514,372,66,6/9/2006 18:47,1134,13
8515,278,239,6/9/2006 18:54,1418,17
8516,185,309,6/9/2006 18:55,453,13
8517,311,37,6/9/2006 18:58,845,8
8518,324,120,6/9/2006 18:58,990,22
8519,57,32,6/9/2006 18:59,1112,15
8520,126,42,6/9/2006 18:59,901,4
8521,360,276,6/9/2006 18:59,1523,2
8522,41,280,6/9/2006 19:01,1092,13
8523,42,193,6/9/2006 19:01,920,13
8524,271,279,6/9/2006 19:01,1124,13
8525,297,172,6/9/2006 19:02,947,22
8526,288,397,6/9/2006 19:05,1712,30
8527,339,26,6/9/2006 19:08,879,11
8528,213,287,6/9/2006 19:09,1163,8
8529,249,18,6/9/2006 19:10,687,11
8530,105,103,6/9/2006 19:11,1028,28
8531,28,227,6/9/2006 19:12,1214,22
8532,14,309,6/9/2006 19:13,1356,10
8533,149,144,6/9/2006 19:13,1325,21
8534,221,174,6/9/2006 19:15,1321,20
8535,310,61,6/9/2006 19:15,1470,15
8536,118,359,6/9/2006 19:19,792,6
8537,274,370,6/9/2006 19:19,1043,9
8538,320,369,6/9/2006 19:27,872,16
8539,99,309,6/9/2006 19:29,1479,13
8540,252,54,6/9/2006 19:29,931,11
8541,306,105,6/9/2006 19:31,1165,12
8542,14,43,6/9/2006 19:32,1201,10
8543,73,37,6/9/2006 19:33,999,21
8544,99,309,6/9/2006 19:34,1142,29
8545,305,293,6/9/2006 19:34,1314,19
8546,297,172,6/9/2006 19:36,1454,22
8547,21,141,6/9/2006 19:41,970,9
8548,268,117,6/9/2006 19:42,759,11
8549,64,309,6/9/2006 19:46,1020,16
8550,287,213,6/9/2006 19:51,1295,11
8551,328,360,6/9/2006 19:51,1640,30
8552,274,172,6/9/2006 19:55,650,9
8553,200,97,6/9/2006 19:58,1211,13
8554,42,233,6/9/2006 20:02,625,16
8555,341,112,6/9/2006 20:02,1128,21
8556,152,329,6/9/2006 20:03,1498,15
8557,224,71,6/9/2006 20:03,1209,25
8558,51,23,6/9/2006 20:05,874,16
8559,59,11,6/9/2006 20:06,1533,15
8560,255,87,6/9/2006 20:06,1234,4
8561,370,274,6/9/2006 20:06,1055,1
8562,65,158,6/9/2006 20:08,1399,9
8563,120,191,6/9/2006 20:10,1528,15
8564,389,344,6/9/2006 20:10,828,13
8565,44,351,6/9/2006 20:11,921,25
8566,362,94,6/9/2006 20:12,1272,9
8567,394,199,6/9/2006 20:12,1469,11
8568,209,71,6/9/2006 20:13,1324,12
8569,350,19,6/9/2006 20:13,917,1
8570,346,120,6/9/2006 20:14,833,15
8571,198,9,6/9/2006 20:15,1084,19
8572,88,53,6/9/2006 20:16,937,29
8573,0,4,6/9/2006 20:17,1241,21
8574,48,397,6/9/2006 20:17,1609,28
8575,51,293,6/9/2006 20:18,643,16
8576,188,29,6/9/2006 20:18,835,29
8577,20,132,6/9/2006 20:19,1257,30
8578,105,103,6/9/2006 20:19,595,28
8579,293,305,6/9/2006 20:20,1019,22
8580,14,340,6/9/2006 20:21,1271,18
8581,145,0,6/9/2006 20:22,654,12
8582,193,42,6/9/2006 20:22,800,2
8583,40,276,6/9/2006 20:23,1247,1
8584,139,360,6/9/2006 20:23,991,1
8585,263,9,6/9/2006 20:23,1796,30
8586,247,261,6/9/2006 20:24,1662,2
8587,35,87,6/9/2006 20:25,1525,22
8588,122,73,6/9/2006 20:25,463,6
8589,121,21,6/9/2006 20:26,1606,9
8590,247,103,6/9/2006 20:26,486,25
8591,195,8,6/9/2006 20:28,1385,15
8592,294,87,6/9/2006 20:28,1565,22
8593,29,11,6/9/2006 20:29,1258,8
8594,66,153,6/9/2006 20:29,1530,29
8595,376,292,6/9/2006 20:29,1342,22
8596,377,92,6/9/2006 20:29,902,13
8597,35,225,6/9/2006 20:32,1362,22
8598,128,14,6/9/2006 20:32,1329,11
8599,118,359,6/9/2006 20:33,698,6
8600,167,236,6/9/2006 20:33,994,27
8601,254,136,6/9/2006 20:33,730,11
8602,119,92,6/9/2006 20:39,800,14
8603,163,56,6/9/2006 20:39,952,21
8604,294,87,6/9/2006 20:39,898,22
8605,58,186,6/9/2006 20:40,1251,17
8606,159,7,6/9/2006 20:40,633,9
8607,182,38,6/9/2006 20:40,1343,13
8608,16,166,6/9/2006 20:41,1274,11
8609,25,306,6/9/2006 20:42,1104,29
8610,197,309,6/9/2006 20:44,1548,29
8611,255,10,6/9/2006 20:44,1531,4
8612,271,279,6/9/2006 20:44,1175,13
8613,302,334,6/9/2006 20:44,1178,15
8614,73,41,6/9/2006 20:46,918,21
8615,129,217,6/9/2006 20:46,1186,28
8616,32,0,6/9/2006 20:47,502,13
8617,382,350,6/9/2006 20:48,862,29
8618,61,373,6/9/2006 20:51,1053,28
8619,361,315,6/9/2006 20:52,1117,11
8620,127,43,6/9/2006 20:55,1473,3
8621,134,331,6/9/2006 20:55,1013,22
8622,263,9,6/9/2006 20:55,1170,30
8623,287,213,6/9/2006 20:55,1199,11
8624,263,9,6/9/2006 20:56,1036,30
8625,104,11,6/9/2006 20:57,689,7
8626,245,309,6/9/2006 21:03,1131,22
8627,222,24,6/9/2006 21:05,1058,10
8628,208,360,6/9/2006 21:08,1442,22
8629,263,185,6/9/2006 21:09,1006,30
8630,391,18,6/9/2006 21:12,1088,7
8631,39,14,6/9/2006 21:13,725,9
8632,79,106,6/9/2006 21:16,1261,11
8633,340,0,6/9/2006 21:16,1213,10
8634,162,17,6/9/2006 21:17,1208,30
8635,292,309,6/9/2006 21:17,1190,11
8636,166,154,6/9/2006 21:18,774,9
8637,214,140,6/9/2006 21:18,1123,29
8638,66,372,6/9/2006 21:19,1445,29
8639,283,131,6/9/2006 21:19,792,28
8640,168,226,6/9/2006 21:22,1438,25
8641,266,30,6/9/2006 21:22,1077,11
8642,109,302,6/9/2006 21:23,1081,11
8643,65,158,6/9/2006 21:25,706,9
8644,397,32,6/9/2006 21:28,919,3
8645,172,274,6/9/2006 21:29,1260,9
8646,252,54,6/9/2006 21:30,1185,29
8647,156,85,6/9/2006 21:31,1397,21
8648,7,98,6/9/2006 21:32,952,16
8649,399,90,6/9/2006 21:33,659,24
8650,193,42,6/9/2006 21:34,786,2
8651,96,359,6/9/2006 21:35,1072,19
8652,315,56,6/9/2006 21:35,1313,28
8653,61,154,6/9/2006 21:37,576,5
8654,104,11,6/9/2006 21:40,1551,7
8655,157,306,6/9/2006 21:42,1092,1
8656,229,24,6/9/2006 21:42,805,13
8657,232,40,6/9/2006 21:44,986,30
8658,385,90,6/9/2006 21:45,1591,19
8659,327,112,6/9/2006 21:46,912,13
8660,52,253,6/9/2006 21:47,1669,3
8661,113,306,6/9/2006 21:49,959,15
8662,203,42,6/9/2006 21:49,1062,22
8663,328,360,6/9/2006 21:49,778,30
8664,349,23,6/9/2006 21:49,1236,1
8665,50,93,6/9/2006 21:50,1116,15
8666,50,68,6/9/2006 21:52,833,28
8667,228,92,6/9/2006 21:52,1602,2
8668,26,306,6/9/2006 21:53,1263,11
8669,328,142,6/9/2006 21:53,1047,30
8670,392,27,6/9/2006 21:53,775,9
8671,88,79,6/9/2006 21:55,1206,29
8672,90,110,6/9/2006 21:55,1092,30
8673,183,4,6/9/2006 21:55,1167,1
8674,165,309,6/9/2006 21:56,1189,29
8675,218,15,6/9/2006 21:56,1612,30
8676,45,4,6/9/2006 21:57,875,27
8677,94,309,6/9/2006 21:57,1288,22
8678,119,271,6/9/2006 21:57,782,14
8679,209,71,6/9/2006 21:57,1120,12
8680,10,306,6/9/2006 21:59,1117,30
8681,205,19,6/9/2006 22:00,1238,28
8682,311,37,6/9/2006 22:01,871,8
8683,382,350,6/9/2006 22:03,743,29
8684,366,30,6/9/2006 22:05,846,23
8685,140,0,6/9/2006 22:06,612,15
8686,230,8,6/9/2006 22:06,497,28
8687,279,198,6/9/2006 22:06,690,20
8688,320,243,6/9/2006 22:06,1188,16
8689,157,61,6/9/2006 22:07,956,1
8690,81,162,6/9/2006 22:08,1268,10
8691,227,296,6/9/2006 22:09,1128,16
8692,250,13,6/9/2006 22:10,749,16
8693,133,21,6/9/2006 22:14,792,22
8694,261,247,6/9/2006 22:14,899,9
8695,4,43,6/9/2006 22:15,1457,15
8696,276,40,6/9/2006 22:16,1062,29
8697,21,306,6/9/2006 22:17,1219,28
8698,115,298,6/9/2006 22:17,1089,17
8699,259,119,6/9/2006 22:17,948,12
8700,265,24,6/9/2006 22:18,1474,9
8701,271,279,6/9/2006 22:19,1437,13
8702,173,120,6/9/2006 22:20,713,15
8703,90,189,6/9/2006 22:22,1493,15
8704,135,0,6/9/2006 22:24,1123,28
8705,253,52,6/9/2006 22:24,1580,23
8706,282,199,6/9/2006 22:24,643,14
8707,396,31,6/9/2006 22:24,982,3
8708,175,308,6/9/2006 22:26,1323,30
8709,48,154,6/9/2006 22:27,1324,28
8710,267,306,6/9/2006 22:27,1407,30
8711,283,131,6/9/2006 22:27,935,28
8712,35,309,6/9/2006 22:29,996,15
8713,358,103,6/9/2006 22:29,1076,30
8714,369,320,6/9/2006 22:29,1136,25
8715,271,279,6/9/2006 22:31,918,13
8716,27,49,6/9/2006 22:32,1019,8
8717,111,130,6/9/2006 22:35,1284,29
8718,44,7,6/9/2006 22:38,622,25
8719,327,112,6/9/2006 22:38,1196,13
8720,256,134,6/9/2006 22:40,587,14
8721,278,309,6/9/2006 22:40,1176,17
8722,303,131,6/9/2006 22:40,1386,7
8723,245,309,6/9/2006 22:46,993,22
8724,272,251,6/9/2006 22:46,830,15
8725,192,208,6/9/2006 22:47,811,29
8726,133,178,6/9/2006 22:48,1221,22
8727,188,70,6/9/2006 22:48,1154,29
8728,292,96,6/9/2006 22:49,1651,11
8729,160,6,6/9/2006 22:50,1115,22
8730,176,54,6/9/2006 22:50,1823,15
8731,338,158,6/9/2006 22:50,1305,21
8732,375,333,6/9/2006 22:54,711,15
8733,309,300,6/9/2006 22:55,977,11
8734,284,260,6/9/2006 22:56,702,19
8735,175,158,6/9/2006 22:58,887,30
8736,235,158,6/9/2006 22:58,889,25
8737,368,196,6/9/2006 22:59,525,12
8738,15,398,6/9/2006 23:00,734,7
8739,328,142,6/9/2006 23:01,1214,30
8740,7,253,6/9/2006 23:02,749,16
8741,58,186,6/9/2006 23:03,1502,17
8742,108,7,6/9/2006 23:03,495,9
8743,198,308,6/9/2006 23:04,894,19
8744,398,15,6/9/2006 23:04,1593,16
8745,16,166,6/9/2006 23:06,1539,11
8746,132,258,6/9/2006 23:06,977,22
8747,238,7,6/9/2006 23:06,1055,12
8748,350,19,6/9/2006 23:06,900,1
8749,260,21,6/9/2006 23:09,1356,16
8750,11,306,6/9/2006 23:10,678,25
8751,15,181,6/9/2006 23:10,851,23
8752,95,171,6/9/2006 23:10,1077,11
8753,331,134,6/9/2006 23:12,1113,15
8754,333,375,6/9/2006 23:12,1125,8
8755,349,7,6/9/2006 23:12,900,1
8756,256,134,6/9/2006 23:13,1128,14
8757,385,179,6/9/2006 23:13,1387,19
8758,172,309,6/9/2006 23:14,1123,9
8759,321,138,6/9/2006 23:14,809,4
8760,384,305,6/9/2006 23:14,1508,9
8761,272,215,6/9/2006 23:16,985,15
8762,368,196,6/9/2006 23:17,971,11
8763,188,29,6/9/2006 23:18,986,29
8764,235,161,6/9/2006 23:19,1302,25
8765,322,146,6/9/2006 23:25,727,25
8766,377,117,6/9/2006 23:31,1373,13
8767,10,306,6/9/2006 23:32,1056,15
8768,319,222,6/9/2006 23:32,805,11
8769,108,13,6/9/2006 23:33,1065,11
8770,362,94,6/9/2006 23:33,880,9
8771,368,197,6/9/2006 23:34,1455,12
8772,134,309,6/9/2006 23:35,1317,23
8773,130,168,6/9/2006 23:36,847,15
8774,245,309,6/9/2006 23:36,916,22
8775,104,11,6/9/2006 23:38,873,7
8776,132,112,6/9/2006 23:39,1592,22
8777,63,309,6/9/2006 23:41,835,11
8778,146,9,6/9/2006 23:41,787,1
8779,198,308,6/9/2006 23:41,1001,6
8780,398,204,6/9/2006 23:41,1262,16
8781,45,8,6/9/2006 23:44,1112,12
8782,398,204,6/9/2006 23:44,794,16
8783,85,23,6/9/2006 23:46,1158,30
8784,146,13,6/9/2006 23:46,1191,1
8785,165,203,6/9/2006 23:47,975,29
8786,46,41,6/9/2006 23:48,1353,30
8787,188,29,6/9/2006 23:49,842,29
8788,184,49,6/9/2006 23:51,1035,2
8789,369,174,6/9/2006 23:51,1291,22
8790,254,136,6/9/2006 23:54,1530,11
8791,94,362,6/9/2006 23:55,878,6
8792,107,309,6/9/2006 23:56,1331,28
8793,345,205,6/9/2006 23:57,1113,1
8794,97,313,6/9/2006 23:59,1154,22
8795,238,7,6/10/2006 0:00,942,12
8796,140,0,6/10/2006 0:03,988,15
8797,45,289,6/10/2006 0:05,1077,12
8798,340,14,6/10/2006 0:09,876,10
8799,193,42,6/10/2006 0:11,1122,2
8800,119,38,6/10/2006 0:12,810,14
8801,194,291,6/10/2006 0:16,1360,14
8802,377,117,6/10/2006 0:20,1149,13
8803,55,60,6/10/2006 0:22,630,27
8804,7,253,6/10/2006 0:23,539,29
8805,308,175,6/10/2006 0:29,1574,29
8806,111,42,6/10/2006 0:31,1123,29
8807,334,302,6/10/2006 0:32,1000,11
8808,146,13,6/10/2006 0:34,1406,1
8809,372,66,6/10/2006 0:34,981,13
8810,222,190,6/10/2006 0:37,1331,10
8811,136,344,6/10/2006 0:41,1288,10
8812,329,152,6/10/2006 0:42,1269,15
8813,202,154,6/10/2006 0:43,1647,22
8814,356,61,6/10/2006 0:49,731,24
8815,261,247,6/10/2006 0:56,1219,11
8816,166,154,6/10/2006 1:02,915,11
8817,61,356,6/10/2006 1:04,1097,28
8818,156,101,6/10/2006 1:06,952,21
8819,334,309,6/10/2006 1:08,854,11
8820,46,12,6/10/2006 1:11,1433,30
8821,369,320,6/10/2006 1:12,1151,25
8822,104,83,6/10/2006 1:36,1370,26
8823,103,87,6/10/2006 1:40,1066,18
8824,11,306,6/10/2006 1:44,1039,25
8825,311,37,6/10/2006 1:45,824,25
8826,335,14,6/10/2006 1:46,1323,1
8827,85,0,6/10/2006 1:57,820,7
8828,356,61,6/10/2006 2:01,948,24
8829,303,131,6/10/2006 2:08,938,26
8830,377,92,6/10/2006 2:09,995,28
8831,358,103,6/10/2006 2:12,1203,30
8832,176,148,6/10/2006 2:22,1092,18
8833,295,329,6/10/2006 2:22,543,6
8834,66,187,6/10/2006 2:25,957,28
8835,72,35,6/10/2006 2:25,389,27
8836,290,92,6/10/2006 2:27,1391,10
8837,54,397,6/10/2006 2:31,1210,29
8838,147,26,6/10/2006 2:37,1199,28
8839,334,309,6/10/2006 2:40,1616,11
8840,150,306,6/10/2006 2:41,1550,29
8841,383,306,6/10/2006 2:46,1110,10
8842,255,10,6/10/2006 2:58,927,4
8843,210,309,6/10/2006 2:59,1653,11
8844,375,333,6/10/2006 3:15,1028,29
8845,13,303,6/10/2006 3:17,970,11
